S6: N=20, L=20, pop=60
S90: N=37, L=25, pop=87
S93: N=21, L=14, pop=49
S94: N=26, L=29, pop=84
S98: N=35, L=24, pop=83
S103: N=23, L=26, pop=75
S107: N=37, L=21, pop=79
S115: N=27, L=27, pop=81
S118: N=27, L=27, pop=81
S128: N=17, L=20, pop=57
S129: N=20, L=34, pop=88
S134: N=22, L=28, pop=78
S143: N=20, L=28, pop=76
S151: N=25, L=27, pop=79
S152: N=25, L=28, pop=81
S158: N=36, L=19, pop=74
S164: N=34, L=35, pop=104
S168: N=24, L=30, pop=84
S169: N=31, L=21, pop=73
S175: N=26, L=40, pop=106
S176: N=28, L=24, pop=76
S179: N=24, L=23, pop=70
S186: N=29, L=21, pop=71
S187: N=21, L=18, pop=57
S193: N=15, L=27, pop=69
S202: N=19, L=36, pop=91
S209: N=25, L=15, pop=55
S218: N=24, L=34, pop=92
S227: N=25, L=30, pop=85
S234: N=21, L=23, pop=67
S241: N=26, L=28, pop=82
S249: N=21, L=23, pop=67
S253: N=24, L=36, pop=96
S263: N=21, L=29, pop=79
S273: N=25, L=25, pop=75
S278: N=15, L=28, pop=71
S282: N=25, L=34, pop=93
S286: N=27, L=18, pop=63
S287: N=22, L=12, pop=46
S293: N=31, L=28, pop=87
S301: N=37, L=30, pop=97
S303: N=25, L=28, pop=81
S304: N=29, L=24, pop=77
S305: N=22, L=15, pop=52
S308: N=15, L=14, pop=43
S316: N=24, L=11, pop=46
S321: N=17, L=17, pop=51
S329: N=29, L=19, pop=67
S335: N=28, L=37, pop=102
S336: N=13, L=35, pop=83
S339: N=25, L=38, pop=101
S343: N=28, L=38, pop=104
S352: N=16, L=16, pop=48
S356: N=25, L=29, pop=83
S362: N=30, L=28, pop=86
S369: N=29, L=37, pop=103
S378: N=29, L=21, pop=71
S384: N=30, L=13, pop=56
S385: N=24, L=32, pop=88
S387: N=23, L=20, pop=63
S397: N=32, L=35, pop=102
S402: N=19, L=23, pop=65
S406: N=21, L=25, pop=71
S411: N=21, L=32, pop=85
S414: N=19, L=30, pop=79
S420: N=23, L=28, pop=79
S428: N=37, L=17, pop=71
S435: N=33, L=38, pop=109
S441: N=34, L=29, pop=92
S447: N=23, L=23, pop=69
S448: N=25, L=20, pop=65
S458: N=29, L=36, pop=101
S465: N=27, L=30, pop=87
S472: N=30, L=35, pop=100
S480: N=33, L=34, pop=101
S484: N=28, L=35, pop=98
S486: N=25, L=22, pop=69
S493: N=17, L=26, pop=69
S502: N=22, L=29, pop=80
S507: N=20, L=26, pop=72
S516: N=22, L=33, pop=88
S520: N=31, L=27, pop=85
S527: N=23, L=23, pop=69
S529: N=29, L=21, pop=71
S539: N=34, L=26, pop=86
S540: N=33, L=24, pop=81
S545: N=29, L=16, pop=61
S553: N=22, L=33, pop=88
S563: N=24, L=19, pop=62
S569: N=27, L=26, pop=79
S570: N=36, L=29, pop=94
S576: N=32, L=18, pop=68
S578: N=26, L=21, pop=68
S588: N=30, L=27, pop=84
S595: N=22, L=34, pop=90
S603: N=18, L=24, pop=66
S610: N=28, L=36, pop=100
S612: N=24, L=14, pop=52
S620: N=32, L=22, pop=76
S625: N=33, L=21, pop=75
S627: N=25, L=28, pop=81
S629: N=20, L=30, pop=80
S633: N=25, L=18, pop=61
S635: N=27, L=29, pop=85
S644: N=24, L=31, pop=86
S645: N=25, L=27, pop=79
S655: N=20, L=29, pop=78
S660: N=26, L=23, pop=72
S662: N=18, L=18, pop=54
S672: N=24, L=22, pop=68
S682: N=36, L=39, pop=114
S685: N=25, L=37, pop=99
S695: N=18, L=35, pop=88
S696: N=37, L=22, pop=81
S700: N=31, L=14, pop=59
S708: N=38, L=24, pop=86
S710: N=24, L=21, pop=66
S718: N=18, L=32, pop=82
S721: N=16, L=27, pop=70
S723: N=26, L=24, pop=74
S731: N=33, L=30, pop=93
S732: N=30, L=25, pop=80
S740: N=20, L=22, pop=64
S748: N=27, L=26, pop=79
S751: N=18, L=29, pop=76
S752: N=30, L=25, pop=80
S761: N=18, L=15, pop=48
S770: N=23, L=18, pop=59
S774: N=32, L=27, pop=86
S779: N=28, L=24, pop=76
S788: N=29, L=17, pop=63
S795: N=31, L=26, pop=83
S804: N=19, L=39, pop=97
S809: N=22, L=20, pop=62
S812: N=23, L=26, pop=75
S817: N=24, L=21, pop=66
S821: N=29, L=35, pop=99
S822: N=16, L=25, pop=66
S827: N=16, L=16, pop=48
S828: N=23, L=33, pop=89
S830: N=20, L=21, pop=62
S837: N=30, L=24, pop=78
S843: N=25, L=22, pop=69
S849: N=26, L=18, pop=62
S854: N=19, L=25, pop=69
S855: N=28, L=14, pop=56
S856: N=11, L=30, pop=71
S863: N=13, L=31, pop=75
S865: N=29, L=22, pop=73
S869: N=34, L=32, pop=98
S875: N=32, L=19, pop=70
S883: N=18, L=39, pop=96
S890: N=12, L=26, pop=64
S898: N=33, L=17, pop=67
S901: N=22, L=39, pop=100
S906: N=19, L=26, pop=71
S910: N=35, L=22, pop=79
S915: N=23, L=24, pop=71
S916: N=26, L=26, pop=78
S922: N=19, L=21, pop=61
S930: N=35, L=30, pop=95
S936: N=14, L=24, pop=62
S943: N=10, L=24, pop=58
S947: N=28, L=25, pop=78
S950: N=31, L=25, pop=81
S953: N=22, L=32, pop=86
S958: N=33, L=25, pop=83
S965: N=20, L=29, pop=78
S975: N=32, L=28, pop=88
S980: N=24, L=39, pop=102
S981: N=18, L=34, pop=86
S984: N=11, L=23, pop=57
S985: N=14, L=24, pop=62
S990: N=29, L=13, pop=55
S1000: N=31, L=15, pop=61
S1008: N=31, L=26, pop=83
S1010: N=21, L=18, pop=57
S1012: N=20, L=28, pop=76
S1018: N=20, L=33, pop=86
S1025: N=25, L=37, pop=99
S1028: N=26, L=27, pop=80
S1029: N=29, L=28, pop=85
S1039: N=36, L=21, pop=78
S1040: N=17, L=19, pop=55
S1041: N=18, L=21, pop=60
S1048: N=33, L=35, pop=103
S1049: N=26, L=19, pop=64
S1050: N=12, L=18, pop=48
S1059: N=34, L=23, pop=80
S1063: N=23, L=21, pop=65
S1067: N=37, L=21, pop=79
S1068: N=26, L=20, pop=66
S1072: N=19, L=31, pop=81
S1074: N=21, L=27, pop=75
S1077: N=24, L=27, pop=78
S1083: N=28, L=17, pop=62
S1084: N=23, L=34, pop=91
S1093: N=22, L=26, pop=74
S1100: N=24, L=24, pop=72
S1108: N=29, L=17, pop=63
S1110: N=39, L=28, pop=95
S1112: N=17, L=21, pop=59
S1113: N=24, L=25, pop=74
S1123: N=34, L=31, pop=96
S1124: N=22, L=36, pop=94
S1132: N=24, L=18, pop=60
S1138: N=31, L=21, pop=73
S1146: N=35, L=25, pop=85
S1154: N=35, L=21, pop=77
S1159: N=28, L=22, pop=72
S1168: N=23, L=26, pop=75
S1175: N=26, L=21, pop=68
S1176: N=30, L=20, pop=70
S1184: N=29, L=29, pop=87
S1187: N=34, L=31, pop=96
S1191: N=28, L=23, pop=74
S1196: N=32, L=12, pop=56
S1204: N=31, L=22, pop=75
S1214: N=30, L=32, pop=94
S1221: N=30, L=28, pop=86
S1225: N=24, L=37, pop=98
S1233: N=15, L=16, pop=47
S1234: N=16, L=38, pop=92
S1236: N=26, L=20, pop=66
S1246: N=21, L=24, pop=69
S1252: N=22, L=33, pop=88
S1256: N=35, L=17, pop=69
S1260: N=17, L=25, pop=67
S1261: N=24, L=27, pop=78
S1263: N=22, L=29, pop=80
S1269: N=27, L=35, pop=97
S1277: N=23, L=33, pop=89
S1286: N=23, L=10, pop=43
S1292: N=34, L=29, pop=92
S1299: N=29, L=14, pop=57
S1304: N=10, L=19, pop=48
S1306: N=25, L=29, pop=83
S1316: N=28, L=19, pop=66
S1321: N=23, L=30, pop=83
S1328: N=19, L=33, pop=85
S1330: N=22, L=19, pop=60
S1339: N=29, L=31, pop=91
S1343: N=36, L=23, pop=82
S1351: N=18, L=20, pop=58
S1353: N=26, L=29, pop=84
S1357: N=20, L=36, pop=92
S1358: N=23, L=29, pop=81
S1360: N=23, L=23, pop=69
S1364: N=23, L=33, pop=89
S1372: N=33, L=25, pop=83
S1379: N=27, L=26, pop=79
S1383: N=22, L=30, pop=82
S1384: N=25, L=13, pop=51
S1393: N=28, L=24, pop=76
S1401: N=26, L=38, pop=102
S1405: N=23, L=25, pop=73
S1415: N=33, L=19, pop=71
S1424: N=13, L=25, pop=63
S1425: N=26, L=19, pop=64
S1435: N=19, L=20, pop=59
S1437: N=22, L=27, pop=76
S1445: N=22, L=26, pop=74
S1455: N=32, L=32, pop=96
S1458: N=17, L=30, pop=77
S1459: N=27, L=28, pop=83
S1468: N=15, L=14, pop=43
S1470: N=24, L=30, pop=84
S1476: N=17, L=13, pop=43
S1480: N=24, L=23, pop=70
S1488: N=22, L=20, pop=62
S1498: N=22, L=28, pop=78
S1505: N=26, L=18, pop=62
S1508: N=23, L=11, pop=45
S1512: N=21, L=25, pop=71
S1514: N=31, L=38, pop=107
S1518: N=30, L=19, pop=68
S1521: N=10, L=30, pop=70
S1527: N=15, L=29, pop=73
S1533: N=13, L=17, pop=47
S1538: N=19, L=14, pop=47
S1543: N=21, L=30, pop=81
S1546: N=25, L=21, pop=67
S1553: N=24, L=22, pop=68
S1558: N=26, L=25, pop=76
S1561: N=27, L=22, pop=71
S1570: N=29, L=19, pop=67
S1571: N=29, L=21, pop=71
S1576: N=24, L=23, pop=70
S1581: N=22, L=22, pop=66
S1591: N=33, L=28, pop=89
S1595: N=30, L=14, pop=58
S1596: N=11, L=29, pop=69
S1597: N=32, L=22, pop=76
S1600: N=29, L=16, pop=61
S1602: N=25, L=22, pop=69
S1607: N=28, L=30, pop=88
S1610: N=15, L=31, pop=77
S1619: N=32, L=22, pop=76
S1621: N=27, L=22, pop=71
S1627: N=26, L=35, pop=96
S1634: N=27, L=28, pop=83
S1643: N=35, L=26, pop=87
S1648: N=27, L=22, pop=71
S1653: N=18, L=28, pop=74
S1659: N=31, L=21, pop=73
S1663: N=18, L=17, pop=52
S1667: N=30, L=27, pop=84
S1672: N=27, L=22, pop=71
S1682: N=34, L=21, pop=76
S1684: N=21, L=26, pop=73
S1687: N=26, L=33, pop=92
S1697: N=26, L=26, pop=78
S1701: N=14, L=25, pop=64
S1703: N=24, L=25, pop=74
S1712: N=32, L=24, pop=80
S1716: N=26, L=35, pop=96
S1726: N=31, L=18, pop=67
S1730: N=13, L=21, pop=55
S1738: N=26, L=24, pop=74
S1745: N=28, L=26, pop=80
S1755: N=27, L=34, pop=95
S1765: N=28, L=26, pop=80
S1766: N=25, L=17, pop=59
S1771: N=21, L=24, pop=69
S1773: N=29, L=30, pop=89
S1775: N=16, L=22, pop=60
S1785: N=26, L=28, pop=82
S1792: N=16, L=29, pop=74
S1797: N=23, L=28, pop=79
S1802: N=29, L=18, pop=65
S1806: N=26, L=26, pop=78
S1807: N=18, L=30, pop=78
S1811: N=15, L=18, pop=51
S1816: N=25, L=27, pop=79
S1820: N=26, L=18, pop=62
S1822: N=21, L=29, pop=79
S1827: N=17, L=20, pop=57
S1830: N=22, L=18, pop=58
S1831: N=21, L=22, pop=65
S1837: N=23, L=27, pop=77
S1846: N=19, L=30, pop=79
S1856: N=17, L=27, pop=71
S1859: N=21, L=28, pop=77
S1860: N=25, L=20, pop=65
S1869: N=22, L=24, pop=70
S1874: N=23, L=30, pop=83
S1881: N=26, L=19, pop=64
S1887: N=17, L=30, pop=77
S1889: N=15, L=29, pop=73
S1896: N=19, L=19, pop=57
S1902: N=15, L=27, pop=69
S1903: N=24, L=30, pop=84
S1908: N=30, L=29, pop=88
S1917: N=15, L=30, pop=75
S1926: N=19, L=23, pop=65
S1930: N=25, L=21, pop=67
S1938: N=24, L=29, pop=82
S1944: N=18, L=18, pop=54
S1952: N=30, L=21, pop=72
S1962: N=26, L=17, pop=60
S1968: N=23, L=23, pop=69
S1975: N=17, L=20, pop=57
S1976: N=18, L=22, pop=62
S1981: N=28, L=27, pop=82
S1988: N=20, L=27, pop=74
S1991: N=18, L=23, pop=64
S1993: N=27, L=30, pop=87
S2003: N=22, L=27, pop=76
S2005: N=23, L=25, pop=73
S2011: N=18, L=21, pop=60
S2019: N=21, L=20, pop=61
S2029: N=25, L=15, pop=55
S2033: N=24, L=29, pop=82
S2035: N=19, L=26, pop=71
S2042: N=23, L=20, pop=63
S2044: N=15, L=29, pop=73
S2046: N=22, L=23, pop=68
S2055: N=30, L=17, pop=64
S2063: N=17, L=18, pop=53
S2067: N=19, L=23, pop=65
S2077: N=24, L=29, pop=82
S2085: N=25, L=23, pop=71
S2094: N=24, L=22, pop=68
S2103: N=30, L=18, pop=66
S2106: N=22, L=18, pop=58
S2116: N=19, L=26, pop=71
S2121: N=19, L=17, pop=53
S2123: N=24, L=17, pop=58
S2129: N=19, L=25, pop=69
S2133: N=18, L=21, pop=60
S2140: N=22, L=23, pop=68
S2147: N=26, L=25, pop=76
S2156: N=18, L=24, pop=66
S2165: N=29, L=15, pop=59
S2166: N=17, L=28, pop=73
S2173: N=19, L=19, pop=57
S6: N=30, L=32, pop=94
S15: N=22, L=27, pop=76
S18: N=27, L=36, pop=99
S22: N=29, L=27, pop=83
S30: N=25, L=23, pop=71
S33: N=27, L=27, pop=81
S38: N=31, L=25, pop=81
S39: N=21, L=26, pop=73
S44: N=32, L=23, pop=78
S50: N=39, L=24, pop=87
S58: N=25, L=29, pop=83
S67: N=42, L=25, pop=92
S70: N=25, L=27, pop=79
S77: N=19, L=28, pop=75
S87: N=26, L=24, pop=74
S90: N=37, L=26, pop=89
S93: N=18, L=9, pop=36
S94: N=33, L=33, pop=99
S98: N=34, L=22, pop=78
S103: N=22, L=22, pop=66
S107: N=35, L=22, pop=79
S115: N=24, L=32, pop=88
S118: N=30, L=29, pop=88
S128: N=16, L=24, pop=64
S129: N=29, L=29, pop=87
S134: N=29, L=37, pop=103
S143: N=30, L=23, pop=76
S151: N=30, L=23, pop=76
S152: N=34, L=35, pop=104
S158: N=32, L=23, pop=78
S164: N=30, L=38, pop=106
S168: N=21, L=29, pop=79
S169: N=26, L=18, pop=62
S175: N=33, L=46, pop=125
S176: N=31, L=21, pop=73
S179: N=29, L=26, pop=81
S186: N=36, L=31, pop=98
S187: N=30, L=28, pop=86
S193: N=17, L=22, pop=61
S202: N=14, L=45, pop=104
S209: N=28, L=15, pop=58
S218: N=20, L=43, pop=106
S227: N=21, L=28, pop=77
S234: N=30, L=32, pop=94
S241: N=22, L=32, pop=86
S249: N=31, L=26, pop=83
S253: N=32, L=45, pop=122
S263: N=29, L=37, pop=103
S273: N=28, L=21, pop=70
S278: N=20, L=32, pop=84
S282: N=32, L=32, pop=96
S286: N=33, L=24, pop=81
S287: N=30, L=7, pop=44
S293: N=36, L=33, pop=102
S301: N=40, L=39, pop=118
S303: N=30, L=27, pop=84
S304: N=37, L=31, pop=99
S305: N=18, L=10, pop=38
S308: N=20, L=12, pop=44
S316: N=21, L=15, pop=51
S321: N=25, L=21, pop=67
S329: N=32, L=22, pop=76
S335: N=36, L=46, pop=128
S336: N=14, L=36, pop=86
S339: N=20, L=38, pop=96
S343: N=23, L=44, pop=111
S352: N=18, L=19, pop=56
S356: N=27, L=31, pop=89
S362: N=29, L=26, pop=81
S369: N=35, L=32, pop=99
S378: N=39, L=20, pop=79
S384: N=36, L=14, pop=64
S385: N=21, L=28, pop=77
S387: N=30, L=20, pop=70
S397: N=32, L=31, pop=94
S402: N=27, L=27, pop=81
S6: N=38, L=39, pop=116
1: S335, pop=128
2: S175, pop=125
3: S253, pop=122
min 36, max 128
