S3: N=20, L=20, pop=60
S210: N=96, L=80, pop=256
S211: N=75, L=92, pop=259
S213: N=51, L=88, pop=227
S219: N=89, L=48, pop=185
S224: N=69, L=58, pop=185
S225: N=95, L=60, pop=215
S356: N=100, L=84, pop=268
S361: N=67, L=50, pop=167
S370: N=77, L=84, pop=245
S377: N=91, L=64, pop=219
S381: N=63, L=103, pop=269
S384: N=54, L=56, pop=166
S392: N=59, L=121, pop=301
S398: N=70, L=54, pop=178
S401: N=88, L=73, pop=234
S411: N=67, L=63, pop=193
S414: N=104, L=51, pop=206
S418: N=71, L=99, pop=269
S419: N=70, L=85, pop=240
S427: N=80, L=85, pop=250
S434: N=95, L=91, pop=277
S438: N=58, L=41, pop=140
S659: N=103, L=73, pop=249
S668: N=92, L=80, pop=252
S676: N=85, L=82, pop=249
S949: N=79, L=56, pop=191
S951: N=61, L=78, pop=217
S954: N=67, L=83, pop=233
S955: N=17, L=58, pop=133
S959: N=25, L=76, pop=177
S968: N=65, L=93, pop=251
S977: N=76, L=44, pop=164
S979: N=62, L=96, pop=254
S981: N=93, L=79, pop=251
S982: N=70, L=75, pop=220
S992: N=79, L=55, pop=189
S998: N=39, L=32, pop=103
S1000: N=78, L=93, pop=264
S1008: N=62, L=62, pop=186
S1010: N=55, L=58, pop=171
S1012: N=66, L=68, pop=202
S1019: N=81, L=79, pop=239
S1375: N=40, L=77, pop=194
S1385: N=97, L=45, pop=187
S1395: N=43, L=39, pop=121
S1401: N=96, L=61, pop=218
S1407: N=64, L=64, pop=192
S1410: N=54, L=62, pop=178
S1418: N=104, L=33, pop=170
S1428: N=126, L=51, pop=228
S1436: N=89, L=54, pop=197
S1437: N=57, L=54, pop=165
S1821: N=112, L=105, pop=322
S1825: N=33, L=82, pop=197
S1829: N=70, L=64, pop=198
S1839: N=67, L=85, pop=237
S1840: N=55, L=53, pop=161
S1845: N=21, L=73, pop=167
S1846: N=46, L=68, pop=182
S1853: N=86, L=38, pop=162
S1854: N=58, L=77, pop=212
S1855: N=68, L=86, pop=240
S1856: N=78, L=72, pop=222
S1865: N=103, L=94, pop=291
S1869: N=65, L=49, pop=163
S1872: N=64, L=62, pop=188
S1877: N=56, L=92, pop=240
S1882: N=46, L=74, pop=194
S1889: N=42, L=77, pop=196
S1891: N=78, L=91, pop=260
S2424: N=100, L=43, pop=186
S2434: N=108, L=70, pop=248
S2436: N=40, L=45, pop=130
S2437: N=47, L=81, pop=209
S2447: N=89, L=54, pop=197
S2456: N=44, L=77, pop=198
S2458: N=99, L=40, pop=179
S2464: N=80, L=27, pop=134
S2470: N=50, L=40, pop=130
S2479: N=38, L=57, pop=152
S2488: N=61, L=53, pop=167
S2498: N=76, L=51, pop=178
S2507: N=50, L=74, pop=198
S2516: N=76, L=85, pop=246
S2520: N=68, L=64, pop=196
S2524: N=38, L=73, pop=184
S2532: N=54, L=75, pop=204
S2536: N=37, L=46, pop=129
S3155: N=77, L=73, pop=223
S3741: N=89, L=44, pop=177
S3742: N=89, L=67, pop=223
S4379: N=67, L=47, pop=161
S4387: N=37, L=22, pop=81
S4391: N=53, L=63, pop=179
S4397: N=56, L=33, pop=122
S4401: N=71, L=72, pop=215
S4403: N=34, L=54, pop=142
S4411: N=30, L=52, pop=134
S4421: N=46, L=65, pop=176
S4428: N=56, L=53, pop=162
S5143: N=70, L=33, pop=136
S5147: N=31, L=104, pop=239
S5154: N=41, L=45, pop=131
S5160: N=18, L=50, pop=118
S5170: N=54, L=56, pop=166
S5180: N=35, L=50, pop=135
S5181: N=75, L=64, pop=203
S5191: N=80, L=28, pop=136
S5201: N=67, L=78, pop=223
S5208: N=52, L=53, pop=158
S5211: N=44, L=68, pop=180
S5216: N=24, L=61, pop=146
S5224: N=71, L=52, pop=175
S5234: N=69, L=54, pop=177
S5970: N=26, L=31, pop=88
S6681: N=48, L=55, pop=158
S6684: N=30, L=41, pop=112
S6694: N=47, L=39, pop=125
S6703: N=59, L=49, pop=157
S6708: N=42, L=42, pop=126
S6714: N=40, L=43, pop=126
S6718: N=73, L=31, pop=135
S6728: N=75, L=42, pop=159
S6736: N=55, L=25, pop=105
S6737: N=43, L=44, pop=131
S6743: N=55, L=42, pop=139
S6746: N=56, L=29, pop=114
S6753: N=41, L=72, pop=185
S6761: N=52, L=38, pop=128
S7539: N=25, L=53, pop=131
S7545: N=42, L=30, pop=102
S7551: N=52, L=55, pop=162
S7557: N=23, L=36, pop=95
S7563: N=44, L=50, pop=144
S7573: N=55, L=51, pop=157
S7578: N=52, L=35, pop=122
S7587: N=59, L=33, pop=125
S7597: N=51, L=38, pop=127
S7598: N=36, L=39, pop=114
S7599: N=33, L=36, pop=105
S7600: N=30, L=35, pop=100
S7606: N=59, L=40, pop=139
S7613: N=40, L=42, pop=124
S7619: N=26, L=65, pop=156
S7626: N=44, L=40, pop=124
S7631: N=59, L=48, pop=155
S7639: N=19, L=49, pop=117
S7642: N=45, L=48, pop=141
S7648: N=35, L=30, pop=95
S8588: N=43, L=20, pop=83
S8597: N=56, L=43, pop=142
S8606: N=46, L=23, pop=92
S8607: N=36, L=42, pop=120
S8609: N=35, L=26, pop=87
S8616: N=36, L=25, pop=86
S8620: N=64, L=45, pop=154
S8622: N=42, L=54, pop=150
S8626: N=36, L=35, pop=106
S8629: N=41, L=24, pop=89
S8635: N=60, L=44, pop=148
S8643: N=50, L=28, pop=106
S8652: N=46, L=40, pop=126
S9636: N=33, L=54, pop=141
S9637: N=35, L=41, pop=117
S10778: N=38, L=52, pop=142
S10779: N=40, L=35, pop=110
S10784: N=31, L=38, pop=107
S10786: N=44, L=47, pop=138
S10793: N=43, L=54, pop=151
S10803: N=23, L=48, pop=119
S10810: N=18, L=38, pop=94
S10816: N=37, L=41, pop=119
S10824: N=20, L=22, pop=64
S10825: N=43, L=53, pop=149
S10835: N=38, L=42, pop=122
S10843: N=23, L=39, pop=101
S10853: N=30, L=21, pop=72
S10860: N=35, L=39, pop=113
S10863: N=47, L=22, pop=91
S10871: N=43, L=26, pop=95
S10881: N=53, L=23, pop=99
S10884: N=27, L=17, pop=61
S12087: N=26, L=33, pop=92
S12094: N=34, L=34, pop=102
S12104: N=45, L=27, pop=99
S12106: N=29, L=27, pop=83
S12112: N=14, L=12, pop=38
S12117: N=28, L=27, pop=82
S12121: N=19, L=43, pop=105
S12123: N=14, L=26, pop=66
S12126: N=33, L=26, pop=85
S12129: N=48, L=27, pop=102
S12139: N=50, L=27, pop=104
S13297: N=27, L=27, pop=81
S13298: N=41, L=35, pop=111
S13301: N=36, L=26, pop=88
S13302: N=28, L=38, pop=104
S13310: N=50, L=40, pop=130
S13319: N=26, L=46, pop=118
S13326: N=41, L=29, pop=99
S13329: N=28, L=33, pop=94
S13335: N=48, L=40, pop=128
S13341: N=32, L=37, pop=106
S13347: N=19, L=18, pop=55
S13353: N=61, L=40, pop=141
S13355: N=27, L=49, pop=125
S13363: N=33, L=41, pop=115
S14596: N=14, L=36, pop=86
S14604: N=26, L=38, pop=102
S14607: N=22, L=38, pop=98
S14614: N=17, L=12, pop=41
S14622: N=42, L=17, pop=76
S15907: N=25, L=27, pop=79
S17194: N=23, L=34, pop=91
S17200: N=34, L=35, pop=104
S18454: N=15, L=26, pop=67
S18458: N=24, L=25, pop=74
S18465: N=18, L=24, pop=66
S18472: N=23, L=29, pop=81
S18481: N=21, L=25, pop=71
S18483: N=16, L=20, pop=56
S18484: N=22, L=23, pop=68
S18486: N=15, L=24, pop=63
S18487: N=20, L=26, pop=72
S18493: N=19, L=16, pop=51
S18502: N=16, L=16, pop=48
S18510: N=24, L=21, pop=66
S19894: N=20, L=20, pop=60
S19903: N=20, L=20, pop=60
S19912: N=20, L=20, pop=60
S19916: N=20, L=20, pop=60
S3: N=144, L=64, pop=272
S8: N=72, L=55, pop=182
S10: N=127, L=88, pop=303
S15: N=57, L=71, pop=199
S23: N=78, L=51, pop=180
S31: N=37, L=76, pop=189
S32: N=77, L=44, pop=165
S39: N=95, L=88, pop=271
S41: N=34, L=94, pop=222
S47: N=90, L=45, pop=180
S52: N=86, L=119, pop=324
S58: N=99, L=108, pop=315
S61: N=71, L=96, pop=263
S63: N=107, L=51, pop=209
S72: N=85, L=120, pop=325
S76: N=66, L=82, pop=230
S182: N=74, L=79, pop=232
S188: N=62, L=58, pop=178
S189: N=102, L=72, pop=246
S192: N=80, L=95, pop=270
S202: N=92, L=104, pop=300
S210: N=104, L=79, pop=262
S211: N=75, L=92, pop=259
S213: N=53, L=88, pop=229
S219: N=99, L=57, pop=213
S224: N=69, L=63, pop=195
S225: N=91, L=56, pop=203
S356: N=97, L=92, pop=281
S361: N=77, L=56, pop=189
S370: N=75, L=86, pop=247
S377: N=92, L=65, pop=222
S381: N=62, L=105, pop=272
S384: N=63, L=61, pop=185
S392: N=67, L=119, pop=305
S398: N=68, L=58, pop=184
S401: N=90, L=78, pop=246
S411: N=71, L=59, pop=189
S414: N=104, L=59, pop=222
S418: N=70, L=101, pop=272
S419: N=70, L=95, pop=260
S427: N=87, L=87, pop=261
S434: N=97, L=89, pop=275
S438: N=54, L=42, pop=138
S659: N=104, L=83, pop=270
S668: N=92, L=80, pop=252
S676: N=86, L=81, pop=248
S949: N=85, L=57, pop=199
S951: N=57, L=87, pop=231
S954: N=66, L=82, pop=230
S955: N=21, L=60, pop=141
S959: N=28, L=72, pop=172
S968: N=72, L=93, pop=258
S977: N=81, L=43, pop=167
S979: N=65, L=98, pop=261
S981: N=100, L=81, pop=262
S982: N=67, L=79, pop=225
S992: N=76, L=50, pop=176
S998: N=37, L=42, pop=121
S1000: N=73, L=101, pop=275
S1008: N=61, L=64, pop=189
S1010: N=55, L=64, pop=183
S1012: N=71, L=64, pop=199
S1019: N=81, L=83, pop=247
S1375: N=49, L=85, pop=219
S1385: N=106, L=52, pop=210
S1395: N=52, L=43, pop=138
S1401: N=92, L=58, pop=208
S1407: N=63, L=61, pop=185
S1410: N=64, L=66, pop=196
S1418: N=103, L=43, pop=189
S1428: N=127, L=57, pop=241
S1436: N=91, L=56, pop=203
S1437: N=61, L=53, pop=167
S1821: N=111, L=110, pop=331
S1825: N=39, L=83, pop=205
S1829: N=75, L=65, pop=205
S1839: N=77, L=92, pop=261
S1840: N=63, L=55, pop=173
S1845: N=31, L=76, pop=183
S1846: N=42, L=66, pop=174
S1853: N=87, L=37, pop=161
S1854: N=63, L=82, pop=227
S1855: N=66, L=94, pop=254
S1856: N=86, L=70, pop=226
S1865: N=106, L=103, pop=312
S1869: N=75, L=57, pop=189
S1872: N=64, L=63, pop=190
S1877: N=61, L=89, pop=239
S1882: N=47, L=72, pop=191
S1889: N=49, L=83, pop=215
S1891: N=80, L=100, pop=280
S2424: N=96, L=45, pop=186
S2434: N=105, L=79, pop=263
S2436: N=40, L=51, pop=142
S2437: N=53, L=78, pop=209
S2447: N=89, L=58, pop=205
S2456: N=42, L=78, pop=198
S2458: N=107, L=38, pop=183
S2464: N=89, L=28, pop=145
S2470: N=47, L=44, pop=135
S2479: N=36, L=52, pop=140
S2488: N=58, L=54, pop=166
S2498: N=81, L=59, pop=199
S2507: N=51, L=83, pop=217
S2516: N=85, L=80, pop=245
S2520: N=74, L=59, pop=192
S2524: N=33, L=76, pop=185
S2532: N=52, L=75, pop=202
S2536: N=42, L=45, pop=132
S3155: N=86, L=69, pop=224
S3741: N=89, L=43, pop=175
S3742: N=98, L=66, pop=230
S4379: N=75, L=55, pop=185
S4387: N=44, L=30, pop=104
S4391: N=48, L=60, pop=168
S4397: N=51, L=37, pop=125
S4401: N=76, L=74, pop=224
S4403: N=42, L=53, pop=148
S4411: N=37, L=52, pop=141
S4421: N=48, L=67, pop=182
S4428: N=63, L=54, pop=171
S5143: N=78, L=43, pop=164
S5147: N=36, L=114, pop=264
S5154: N=41, L=44, pop=129
S5160: N=28, L=58, pop=144
S5170: N=51, L=58, pop=167
S5180: N=30, L=49, pop=128
S5181: N=70, L=72, pop=214
S5191: N=85, L=33, pop=151
S5201: N=69, L=86, pop=241
S5208: N=53, L=51, pop=155
S5211: N=40, L=67, pop=174
S5216: N=28, L=71, pop=170
S5224: N=77, L=47, pop=171
S5234: N=67, L=61, pop=189
S5970: N=35, L=27, pop=89
S6681: N=57, L=64, pop=185
S6684: N=38, L=49, pop=136
S6694: N=52, L=49, pop=150
S6703: N=59, L=51, pop=161
S6708: N=51, L=38, pop=127
S6714: N=37, L=50, pop=137
S6718: N=76, L=28, pop=132
S6728: N=70, L=43, pop=156
S6736: N=55, L=31, pop=117
S6737: N=48, L=53, pop=154
S6743: N=65, L=47, pop=159
S6746: N=52, L=37, pop=126
S6753: N=44, L=70, pop=184
S6761: N=49, L=33, pop=115
S7539: N=22, L=58, pop=138
S7545: N=43, L=39, pop=121
S7551: N=58, L=62, pop=182
S7557: N=28, L=39, pop=106
S7563: N=45, L=51, pop=147
S7573: N=64, L=50, pop=164
S7578: N=61, L=31, pop=123
S7587: N=55, L=41, pop=137
S7597: N=61, L=38, pop=137
S7598: N=37, L=46, pop=129
S7599: N=34, L=45, pop=124
S7600: N=40, L=38, pop=116
S7606: N=60, L=38, pop=136
S7613: N=41, L=52, pop=145
S7619: N=29, L=66, pop=161
S7626: N=52, L=40, pop=132
S7631: N=56, L=54, pop=164
S7639: N=17, L=49, pop=115
S7642: N=47, L=54, pop=155
S7648: N=44, L=25, pop=94
S8588: N=44, L=23, pop=90
S8597: N=60, L=40, pop=140
S8606: N=47, L=31, pop=109
S8607: N=43, L=40, pop=123
S8609: N=39, L=26, pop=91
S8616: N=34, L=33, pop=100
S8620: N=74, L=41, pop=156
S8622: N=37, L=49, pop=135
S8626: N=42, L=33, pop=108
S8629: N=39, L=22, pop=83
S8635: N=70, L=47, pop=164
S8643: N=46, L=38, pop=122
S8652: N=50, L=38, pop=126
S9636: N=28, L=64, pop=156
S9637: N=39, L=51, pop=141
S10778: N=37, L=52, pop=141
S10779: N=36, L=35, pop=106
S10784: N=26, L=45, pop=116
S10786: N=52, L=51, pop=154
S10793: N=41, L=53, pop=147
S10803: N=20, L=57, pop=134
S10810: N=16, L=38, pop=92
S10816: N=42, L=38, pop=118
S10824: N=28, L=18, pop=64
S10825: N=49, L=58, pop=165
S10835: N=45, L=39, pop=123
S10843: N=32, L=43, pop=118
S10853: N=37, L=17, pop=71
S10860: N=44, L=37, pop=118
S10863: N=46, L=23, pop=92
S10871: N=53, L=35, pop=123
S10881: N=63, L=24, pop=111
S10884: N=37, L=19, pop=75
S12087: N=32, L=39, pop=110
S12094: N=41, L=31, pop=103
S12104: N=47, L=28, pop=103
S12106: N=34, L=36, pop=106
S12112: N=9, L=10, pop=29
S12117: N=31, L=35, pop=101
S12121: N=29, L=50, pop=129
S12123: N=9, L=26, pop=61
S12126: N=38, L=30, pop=98
S12129: N=51, L=29, pop=109
S12139: N=53, L=29, pop=111
S13297: N=30, L=36, pop=102
S13298: N=36, L=45, pop=126
S13301: N=37, L=21, pop=79
S13302: N=26, L=42, pop=110
S13310: N=49, L=43, pop=135
S13319: N=36, L=46, pop=128
S13326: N=50, L=37, pop=124
S13329: N=30, L=33, pop=96
S13335: N=51, L=38, pop=127
S13341: N=32, L=43, pop=118
S13347: N=19, L=25, pop=69
S13353: N=56, L=37, pop=130
S13355: N=28, L=45, pop=118
S13363: N=30, L=38, pop=106
S14596: N=23, L=33, pop=89
S14604: N=24, L=41, pop=106
S14607: N=32, L=42, pop=116
S14614: N=19, L=16, pop=51
S14622: N=45, L=14, pop=73
S15907: N=25, L=24, pop=73
S17194: N=23, L=43, pop=109
S17200: N=29, L=39, pop=107
S18454: N=15, L=29, pop=73
S18458: N=26, L=33, pop=92
S18465: N=13, L=21, pop=55
S18472: N=23, L=38, pop=99
S18481: N=31, L=34, pop=99
S18483: N=12, L=23, pop=58
S18484: N=20, L=31, pop=82
S18486: N=14, L=22, pop=58
S18487: N=24, L=24, pop=72
S18493: N=21, L=15, pop=51
S18502: N=12, L=22, pop=56
S18510: N=31, L=28, pop=87
S19894: N=25, L=20, pop=65
S19903: N=30, L=18, pop=66
S19912: N=20, L=29, pop=78
S19916: N=24, L=21, pop=66
S21288: N=20, L=20, pop=60
S21298: N=20, L=20, pop=60
S21302: N=20, L=20, pop=60
S21307: N=20, L=20, pop=60
S21310: N=20, L=20, pop=60
S21314: N=20, L=20, pop=60
S21318: N=20, L=20, pop=60
S21324: N=20, L=20, pop=60
S21332: N=20, L=20, pop=60
S3: N=148, L=64, pop=276
S8: N=73, L=59, pop=191
S10: N=130, L=95, pop=320
S15: N=52, L=67, pop=186
S23: N=74, L=60, pop=194
S31: N=41, L=82, pop=205
S32: N=73, L=49, pop=171
S39: N=97, L=83, pop=263
S41: N=38, L=94, pop=226
S47: N=88, L=51, pop=190
S52: N=92, L=118, pop=328
S58: N=96, L=109, pop=314
S61: N=69, L=94, pop=257
S63: N=117, L=57, pop=231
S72: N=88, L=123, pop=334
S76: N=64, L=83, pop=230
S182: N=73, L=77, pop=227
S188: N=68, L=63, pop=194
S189: N=110, L=77, pop=264
S192: N=86, L=95, pop=276
S202: N=94, L=110, pop=314
S210: N=100, L=79, pop=258
S211: N=75, L=102, pop=279
S213: N=58, L=87, pop=232
S219: N=97, L=56, pop=209
S224: N=68, L=70, pop=208
S225: N=99, L=54, pop=207
S356: N=93, L=88, pop=269
S361: N=87, L=63, pop=213
S370: N=78, L=88, pop=254
S377: N=102, L=65, pop=232
S381: N=68, L=100, pop=268
S384: N=69, L=68, pop=205
S392: N=65, L=127, pop=319
S398: N=75, L=61, pop=197
S401: N=92, L=79, pop=250
S411: N=77, L=60, pop=197
S414: N=109, L=56, pop=221
S418: N=66, L=96, pop=258
S419: N=75, L=101, pop=277
S427: N=84, L=93, pop=270
S434: N=98, L=93, pop=284
S438: N=58, L=44, pop=146
S659: N=105, L=81, pop=267
S668: N=98, L=87, pop=272
S676: N=82, L=91, pop=264
S949: N=86, L=64, pop=214
S951: N=60, L=91, pop=242
S954: N=72, L=90, pop=252
S955: N=23, L=56, pop=135
S959: N=23, L=73, pop=169
S968: N=80, L=97, pop=274
S977: N=83, L=50, pop=183
S979: N=67, L=99, pop=265
S981: N=103, L=79, pop=261
S982: N=77, L=78, pop=233
S992: N=82, L=53, pop=188
S998: N=33, L=42, pop=117
S1000: N=75, L=99, pop=273
S1008: N=67, L=59, pop=185
S1010: N=54, L=68, pop=190
S1012: N=75, L=62, pop=199
S1019: N=79, L=79, pop=237
S1375: N=58, L=81, pop=220
S1385: N=111, L=53, pop=217
S1395: N=53, L=44, pop=141
S1401: N=100, L=63, pop=226
S1407: N=60, L=71, pop=202
S1410: N=73, L=68, pop=209
S1418: N=111, L=42, pop=195
S1428: N=133, L=67, pop=267
S1436: N=95, L=64, pop=223
S1437: N=70, L=54, pop=178
S1821: N=119, L=109, pop=337
S1825: N=45, L=88, pop=221
S1829: N=73, L=75, pop=223
S1839: N=77, L=90, pop=257
S1840: N=73, L=56, pop=185
S1845: N=29, L=78, pop=185
S1846: N=42, L=75, pop=192
S1853: N=88, L=47, pop=182
S1854: N=72, L=88, pop=248
S1855: N=70, L=94, pop=258
S1856: N=93, L=78, pop=249
S1865: N=114, L=103, pop=320
S1869: N=84, L=58, pop=200
S1872: N=68, L=58, pop=184
S1877: N=64, L=93, pop=250
S1882: N=51, L=77, pop=205
S1889: N=55, L=87, pop=229
S1891: N=78, L=104, pop=286
S2424: N=102, L=54, pop=210
S2434: N=106, L=75, pop=256
S2436: N=49, L=57, pop=163
S2437: N=49, L=76, pop=201
S2447: N=91, L=65, pop=221
S2456: N=48, L=73, pop=194
S2458: N=112, L=41, pop=194
S2464: N=91, L=32, pop=155
S2470: N=45, L=43, pop=131
S2479: N=45, L=50, pop=145
S2488: N=60, L=62, pop=184
S2498: N=83, L=55, pop=193
S2507: N=50, L=83, pop=216
S2516: N=85, L=88, pop=261
S2520: N=73, L=59, pop=191
S2524: N=32, L=78, pop=188
S2532: N=62, L=76, pop=214
S2536: N=40, L=54, pop=148
S3155: N=93, L=64, pop=221
S3741: N=87, L=42, pop=171
S3742: N=103, L=66, pop=235
S4379: N=82, L=60, pop=202
S4387: N=47, L=34, pop=115
S4391: N=43, L=63, pop=169
S4397: N=49, L=41, pop=131
S4401: N=73, L=77, pop=227
S4403: N=41, L=51, pop=143
S4411: N=45, L=58, pop=161
S4421: N=45, L=73, pop=191
S4428: N=67, L=56, pop=179
S5143: N=83, L=38, pop=159
S5147: N=41, L=122, pop=285
S5154: N=51, L=52, pop=155
S5160: N=34, L=65, pop=164
S5170: N=55, L=59, pop=173
S5180: N=35, L=50, pop=135
S5181: N=76, L=68, pop=212
S5191: N=89, L=42, pop=173
S5201: N=66, L=83, pop=232
S5208: N=63, L=52, pop=167
S5211: N=37, L=71, pop=179
S5216: N=33, L=68, pop=169
S5224: N=81, L=45, pop=171
S5234: N=73, L=62, pop=197
S5970: N=40, L=28, pop=96
S6681: N=53, L=70, pop=193
S6684: N=34, L=54, pop=142
S6694: N=57, L=58, pop=173
S6703: N=60, L=53, pop=166
S6708: N=50, L=47, pop=144
S6714: N=41, L=56, pop=153
S6718: N=85, L=30, pop=145
S6728: N=72, L=52, pop=176
S6736: N=50, L=41, pop=132
S6737: N=45, L=59, pop=163
S6743: N=62, L=44, pop=150
S6746: N=54, L=33, pop=120
S6753: N=41, L=72, pop=185
S6761: N=48, L=33, pop=114
S7539: N=18, L=65, pop=148
S7545: N=47, L=44, pop=135
S7551: N=53, L=67, pop=187
S7557: N=30, L=38, pop=106
S7563: N=41, L=46, pop=133
S7573: N=66, L=54, pop=174
S7578: N=63, L=26, pop=115
S7587: N=63, L=39, pop=141
S7597: N=65, L=47, pop=159
S7598: N=46, L=48, pop=142
S7599: N=41, L=53, pop=147
S7600: N=46, L=36, pop=118
S7606: N=63, L=41, pop=145
S7613: N=50, L=60, pop=170
S7619: N=24, L=68, pop=160
S7626: N=48, L=44, pop=136
S7631: N=61, L=58, pop=177
S7639: N=25, L=50, pop=125
S7642: N=44, L=58, pop=160
S7648: N=49, L=31, pop=111
S8588: N=48, L=20, pop=88
S8597: N=67, L=50, pop=167
S8606: N=48, L=34, pop=116
S8607: N=39, L=49, pop=137
S8609: N=43, L=31, pop=105
S8616: N=34, L=37, pop=108
S8620: N=82, L=42, pop=166
S8622: N=41, L=59, pop=159
S8626: N=43, L=35, pop=113
S8629: N=41, L=23, pop=87
S8635: N=67, L=47, pop=161
S8643: N=44, L=41, pop=126
S8652: N=56, L=48, pop=152
S9636: N=23, L=60, pop=143
S9637: N=41, L=61, pop=163
S10778: N=46, L=52, pop=150
S10779: N=36, L=39, pop=114
S10784: N=24, L=42, pop=108
S10786: N=61, L=56, pop=173
S10793: N=50, L=50, pop=150
S10803: N=27, L=56, pop=139
S10810: N=18, L=43, pop=104
S10816: N=41, L=35, pop=111
S10824: N=38, L=21, pop=80
S10825: N=54, L=59, pop=172
S10835: N=51, L=44, pop=139
S10843: N=27, L=46, pop=119
S10853: N=36, L=17, pop=70
S10860: N=42, L=40, pop=122
S10863: N=52, L=26, pop=104
S10871: N=49, L=40, pop=129
S10881: N=68, L=33, pop=134
S10884: N=41, L=20, pop=81
S12087: N=33, L=43, pop=119
S12094: N=37, L=38, pop=113
S12104: N=47, L=31, pop=109
S12106: N=34, L=35, pop=104
S12112: N=10, L=10, pop=30
S12117: N=40, L=31, pop=102
S12121: N=33, L=52, pop=137
S12123: N=16, L=27, pop=70
S12126: N=34, L=30, pop=94
S12129: N=51, L=26, pop=103
S12139: N=58, L=33, pop=124
S13297: N=37, L=44, pop=125
S13298: N=36, L=42, pop=120
S13301: N=36, L=19, pop=74
S13302: N=32, L=42, pop=116
S13310: N=50, L=48, pop=146
S13319: N=40, L=48, pop=136
S13326: N=45, L=47, pop=139
S13329: N=28, L=31, pop=90
S13335: N=54, L=36, pop=126
S13341: N=27, L=44, pop=115
S13347: N=17, L=33, pop=83
S13353: N=53, L=36, pop=125
S13355: N=38, L=40, pop=118
S13363: N=25, L=48, pop=121
S14596: N=20, L=41, pop=102
S14604: N=32, L=43, pop=118
S14607: N=31, L=47, pop=125
S14614: N=17, L=26, pop=69
S14622: N=47, L=21, pop=89
S15907: N=25, L=34, pop=93
S17194: N=28, L=48, pop=124
S17200: N=36, L=46, pop=128
S18454: N=19, L=27, pop=73
S18458: N=25, L=42, pop=109
S18465: N=13, L=30, pop=73
S18472: N=20, L=42, pop=104
S18481: N=32, L=36, pop=104
S18483: N=10, L=28, pop=66
S18484: N=27, L=38, pop=103
S18486: N=11, L=32, pop=75
S18487: N=33, L=22, pop=77
S18493: N=26, L=12, pop=50
S18502: N=14, L=18, pop=50
S18510: N=33, L=34, pop=101
S19894: N=27, L=20, pop=67
S19903: N=26, L=28, pop=82
S19912: N=20, L=32, pop=84
S19916: N=23, L=20, pop=63
S21288: N=16, L=17, pop=50
S21298: N=16, L=20, pop=56
S21302: N=27, L=17, pop=61
S21307: N=29, L=21, pop=71
S21310: N=16, L=29, pop=74
S21314: N=25, L=24, pop=73
S21318: N=23, L=29, pop=81
S21324: N=26, L=15, pop=56
S21332: N=17, L=21, pop=59
S22780: N=20, L=20, pop=60
S22785: N=20, L=20, pop=60
S22794: N=20, L=20, pop=60
S22801: N=20, L=20, pop=60
S22804: N=20, L=20, pop=60
S22807: N=20, L=20, pop=60
S3: N=148, L=63, pop=274
S8: N=81, L=69, pop=219
S10: N=138, L=100, pop=338
S15: N=56, L=72, pop=200
S23: N=82, L=57, pop=196
S31: N=46, L=87, pop=220
S32: N=80, L=46, pop=172
S39: N=107, L=93, pop=293
S41: N=46, L=89, pop=224
S47: N=91, L=48, pop=187
S52: N=100, L=123, pop=346
S58: N=102, L=107, pop=316
S61: N=65, L=93, pop=251
S63: N=116, L=58, pop=232
S72: N=88, L=132, pop=352
S76: N=70, L=85, pop=240
S182: N=70, L=73, pop=216
S188: N=64, L=67, pop=198
S189: N=106, L=83, pop=272
S192: N=90, L=93, pop=276
S202: N=93, L=107, pop=307
S210: N=103, L=86, pop=275
S211: N=74, L=112, pop=298
S213: N=53, L=91, pop=235
S219: N=101, L=63, pop=227
S224: N=73, L=69, pop=211
S225: N=104, L=58, pop=220
S356: N=98, L=95, pop=288
S361: N=94, L=60, pop=214
S370: N=78, L=90, pop=258
S377: N=98, L=67, pop=232
S381: N=76, L=96, pop=268
S384: N=76, L=78, pop=232
S392: N=64, L=131, pop=326
S398: N=80, L=61, pop=202
S401: N=93, L=78, pop=249
S411: N=74, L=65, pop=204
S414: N=115, L=56, pop=227
S418: N=67, L=104, pop=275
S419: N=80, L=96, pop=272
S427: N=80, L=91, pop=262
S434: N=100, L=95, pop=290
S438: N=63, L=53, pop=169
S659: N=113, L=83, pop=279
S668: N=103, L=92, pop=287
S676: N=89, L=86, pop=261
S949: N=96, L=60, pop=216
S951: N=66, L=99, pop=264
S954: N=69, L=91, pop=251
S955: N=21, L=64, pop=149
S959: N=29, L=79, pop=187
S968: N=80, L=94, pop=268
S977: N=78, L=48, pop=174
S979: N=66, L=108, pop=282
S981: N=98, L=79, pop=256
S982: N=72, L=84, pop=240
S992: N=92, L=52, pop=196
S998: N=35, L=49, pop=133
S1000: N=79, L=104, pop=287
S1008: N=65, L=61, pop=187
S1010: N=50, L=66, pop=182
S1012: N=70, L=60, pop=190
S1019: N=79, L=74, pop=227
S1375: N=58, L=86, pop=230
S1385: N=112, L=56, pop=224
S1395: N=52, L=40, pop=132
S1401: N=97, L=71, pop=239
S1407: N=56, L=71, pop=198
S1410: N=75, L=64, pop=203
S1418: N=106, L=43, pop=192
S1428: N=143, L=68, pop=279
S1436: N=94, L=67, pop=228
S1437: N=71, L=58, pop=187
S1821: N=122, L=108, pop=338
S1825: N=40, L=89, pop=218
S1829: N=74, L=74, pop=222
