S10: N=20, L=20, pop=60
S195 deleted, pop=60
S185 deleted, pop=60
S184 deleted, pop=60
S179 deleted, pop=60
S175 deleted, pop=60
S170 deleted, pop=60
S168 deleted, pop=60
S163 deleted, pop=60
S153 deleted, pop=60
S150 deleted, pop=60
S147 deleted, pop=60
S139 deleted, pop=60
S134 deleted, pop=60
S127 deleted, pop=60
S122 deleted, pop=60
S113 deleted, pop=60
S105 deleted, pop=60
S100 deleted, pop=60
S91 deleted, pop=60
S83 deleted, pop=60
S77 deleted, pop=60
S69 deleted, pop=60
S65 deleted, pop=60
S56 deleted, pop=60
S50 deleted, pop=60
S40 deleted, pop=60
S37 deleted, pop=60
S34 deleted, pop=60
S31 deleted, pop=60
1: S24, pop=60
2: S12, pop=60
3: S20, pop=60
min 60, max 60
